CODIGO;DESCRICAO;MARCA;LINHA;EMBAL;
4006000015378;DES AERO NIVEA 150ML FEM FRESH SENSATION;NIVEA;HIGIENE E BELEZA;12;
4005900036667;DES AERO NIVEA 150ML FEM INVISIBLE BLACK E WHITE CLEAR;NIVEA;HIGIENE E BELEZA;12;
4005900429643;DES AERO NIVEA 150ML FEM INVISIBLE BLACK E WHITE FRESH;NIVEA;HIGIENE E BELEZA;12;
4005900937520;DES AERO NIVEA 150ML FEM PEARL BEAUTY PEROLAS NEGRA;NIVEA;HIGIENE E BELEZA;12;
4005808837311;DES AERO NIVEA 150ML FEM PEARL E BEAUTY;NIVEA;HIGIENE E BELEZA;12;
4005900122186;DES AERO NIVEA 150ML FEM PROTECT E CARE;NIVEA;HIGIENE E BELEZA;12;
4005808662388;DES AERO NIVEA 150ML FEM SEM PERFUME;NIVEA;HIGIENE E BELEZA;12;
4005900707543;DES AERO NIVEA 150ML MEN DEEP AMADEIRADO;NIVEA;HIGIENE E BELEZA;12;
4006000104164;DES AERO NIVEA 150ML MEN DEEP SPORT;NIVEA;HIGIENE E BELEZA;12;
7791969016029;DES AERO NIVEA 150ML MEN DRY IMPACT;NIVEA;HIGIENE E BELEZA;12;
4005900449559;DES AERO NIVEA 150ML MEN INVISIBLE BLACK E WHITE FRESH;NIVEA;HIGIENE E BELEZA;12;
4005900036728;DES AERO NIVEA 150ML MEN INVISIBLE BLACK E WHITE POWER;NIVEA;HIGIENE E BELEZA;12;
4005900707536;DES AERO NIVEA 150ML MEN ORIGINAL CARVAO ATIVADO;NIVEA;HIGIENE E BELEZA;12;
4005900396938;DES AERO NIVEA 150ML MEN ORIGINAL PROTECT;NIVEA;HIGIENE E BELEZA;12;
7791969029807;DES AERO NIVEA 150ML MEN SENSITIVE PROTECT;NIVEA;HIGIENE E BELEZA;12;
4005900919632;LOCAO HIDRATANTE NIVEA 200ML BELEZA RADIANTE CUIDADO INTENSO;NIVEA;HIGIENE E BELEZA;24;
4005808310999;LOCAO HIDRATANTE NIVEA 200ML LOTION EXPRESS 5 EM 1;NIVEA;HIGIENE E BELEZA;24;
4006000074641;LOCAO HIDRATANTE NIVEA 200ML MILK EXPRESS PELE SECA EXTRASSECA;NIVEA;HIGIENE E BELEZA;24;
4005808309436;LOCAO HIDRATANTE NIVEA 200ML MILK PELE SECA;NIVEA;HIGIENE E BELEZA;24;
4005808335435;LOCAO HIDRATANTE NIVEA 200ML SOFT MILK PELE SECA;NIVEA;HIGIENE E BELEZA;24;
7898215151784;CREME DE LEITE PIRACANJUBA 200G;PIRACANJUBA;MERCEARIA;27;
7898215152002;LEITE CONDENSADO PIRACANJUBA 395G;PIRACANJUBA;MERCEARIA;27;
7898215158820;WHEY PIRACANJUBA 23G - 250ML BANOFFEE;PIRACANJUBA;BEBIDA;12;
7898215153221;WHEY PIRACANJUBA 23G - 250ML CACAU;PIRACANJUBA;BEBIDA;12;
7898215158837;WHEY PIRACANJUBA 23G - 250ML COOKIES;PIRACANJUBA;BEBIDA;12;
7898215153207;WHEY PIRACANJUBA 23G - 250ML FRUT. VERMELHAS;PIRACANJUBA;BEBIDA;12;
7896012800706;CONDI POMPOM CAMOMILA 200ML;POMPOM;HIGIENE E BELEZA;12;
7896012877715;CONDI POMPOM SUAVE 200ML;POMPOM;MERCEARIA;12;
7896012880456;FRALDA POMPOM CLASSICA JUMBO G 24UN;POMPOM;HIGIENE E BELEZA;8;
7896012880449;FRALDA POMPOM CLASSICA JUMBO M 26UN;POMPOM;HIGIENE E BELEZA;8;
7896012880432;FRALDA POMPOM CLASSICA JUMBO P 30UN;POMPOM;HIGIENE E BELEZA;8;
7896012880463;FRALDA POMPOM CLASSICA JUMBO XG 20UN;POMPOM;HIGIENE E BELEZA;8;
7896012880470;FRALDA POMPOM CLASSICA JUMBO XXG 16UN;POMPOM;HIGIENE E BELEZA;8;
7896012880425;FRALDA POMPOM CLASSICA MEGA XG 36UN;POMPOM;HIGIENE E BELEZA;6;
7896012880487;FRALDA POMPOM CLASSICA MEGA XXG 32UN;POMPOM;HIGIENE E BELEZA;6;
7896012879986;FRALDA POMPOM DERMA JUMBO G 24UN;POMPOM;HIGIENE E BELEZA;6;
7896012877586;FRALDA POMPOM DERMA JUMBO GRANDINHOS 14UN;POMPOM;HIGIENE E BELEZA;6;
7896012879979;FRALDA POMPOM DERMA JUMBO M 28UN;POMPOM;HIGIENE E BELEZA;6;
7896012879962;FRALDA POMPOM DERMA JUMBO P 30UN;POMPOM;HIGIENE E BELEZA;6;
7896012879993;FRALDA POMPOM DERMA JUMBO XG 20UN;POMPOM;HIGIENE E BELEZA;6;
7896012880005;FRALDA POMPOM DERMA JUMBO XXG 18UN;POMPOM;HIGIENE E BELEZA;6;
7896094905627;SABONETE POMPOM 70G GLICERINADO VIT E;POMPOM;HIGIENE E BELEZA;72;
7896094905634;SABONETE POMPOM 70G LOCAO HIDRATANTE MANTEIGA KARITE;POMPOM;HIGIENE E BELEZA;72;
7896094905641;SABONETE POMPOM 70G OLEO AMENDOAS HIDRAT SUAVE;POMPOM;HIGIENE E BELEZA;72;
7896012800669;SHAMPOO POMPOM 200ML SUAVE;POMPOM;HIGIENE E BELEZA;12;
7896012877722;SHAMPOO POMPOM CAMOMILA 200ML;POMPOM;HIGIENE E BELEZA;12;
7791293032443;DES AERO REXONA 150ML FEM ACTIVE EMOTION;REXONA;HIGIENE E BELEZA;12;
7506306244177;DES AERO REXONA 150ML FEM ANTIBACTERIAL INVISIBLE;REXONA;HIGIENE E BELEZA;12;
7791293032498;DES AERO REXONA 150ML FEM BAMBOO E ALOE VERA;REXONA;HIGIENE E BELEZA;12;
7791293032467;DES AERO REXONA 150ML FEM COTTON;REXONA;HIGIENE E BELEZA;12;
7891150054653;DES AERO REXONA 150ML FEM ERVA DOCE;REXONA;HIGIENE E BELEZA;12;
7891150064737;DES AERO REXONA 150ML FEM FRUTAS VERMELHAS;REXONA;HIGIENE E BELEZA;12;
7791293032481;DES AERO REXONA 150ML FEM INVISIBLE;REXONA;HIGIENE E BELEZA;12;
7791293032436;DES AERO REXONA 150ML FEM POWDER DRY;REXONA;HIGIENE E BELEZA;12;
7791293032368;DES AERO REXONA 150ML FEM SEM PERFUME;REXONA;HIGIENE E BELEZA;12;
7791293022598;DES AERO REXONA 150ML MEN ACTIVE DRY;REXONA;HIGIENE E BELEZA;12;
7791293025537;DES AERO REXONA 150ML MEN ANTIBACTERIAL;REXONA;HIGIENE E BELEZA;12;
7506306244184;DES AERO REXONA 150ML MEN ANTIBACTERIAL INVISIBLE;REXONA;HIGIENE E BELEZA;12;
7891150054646;DES AERO REXONA 150ML MEN IMPACTO;REXONA;HIGIENE E BELEZA;12;
7791293022635;DES AERO REXONA 150ML MEN INVISIBLE;REXONA;HIGIENE E BELEZA;12;
7891150055872;DES AERO REXONA 150ML MEN SEM PERFUME;REXONA;HIGIENE E BELEZA;12;
7791293022567;DES AERO REXONA 150ML MEN V8;REXONA;HIGIENE E BELEZA;12;
7791293022581;DES AERO REXONA 150ML MEN XTRACOOL;REXONA;HIGIENE E BELEZA;12;
7891150081260;DES AERO REXONA 250ML FEM COTTON DRY;REXONA;HIGIENE E BELEZA;12;
7891150081253;DES AERO REXONA 250ML FEM POWDER DRY;REXONA;HIGIENE E BELEZA;12;
7891150081307;DES AERO REXONA 250ML MEN ACTIVE DRY;REXONA;HIGIENE E BELEZA;12;
7891150081314;DES AERO REXONA 250ML MEN V8;REXONA;HIGIENE E BELEZA;12;
7791293051550;DES AERO REXONA ALL BODY DEO 150ML FEM FRESH CITRUS;REXONA;HIGIENE E BELEZA;12;
7791293051543;DES AERO REXONA ALL BODY DEO 150ML FEM WILD ROSE;REXONA;HIGIENE E BELEZA;12;
7791293051581;DES AERO REXONA ALL BODY DEO 150ML MEN ACTIVE FRESH;REXONA;HIGIENE E BELEZA;12;
7791293051598;DES AERO REXONA ALL BODY DEO 150ML MEN BOLD SPIRIT;REXONA;HIGIENE E BELEZA;12;
7791293051574;DES AERO REXONA ALL BODY DEO 150ML MEN OCEAN RUSH;REXONA;HIGIENE E BELEZA;12;
7506306214989;DES AERO REXONA CLINICAL 150ML FEM CLASSIC;REXONA;HIGIENE E BELEZA;12;
7891150064300;DES AERO REXONA CLINICAL 150ML FEM EXTRA DRY;REXONA;HIGIENE E BELEZA;12;
7891150089952;DES AERO REXONA CLINICAL 150ML FEM REFRESH;REXONA;HIGIENE E BELEZA;12;
7506306214972;DES AERO REXONA CLINICAL 150ML MEN CLEAN;REXONA;HIGIENE E BELEZA;12;
7891150089983;DES AERO REXONA CLINICAL 150ML MEN INTENSE FRESH;REXONA;HIGIENE E BELEZA;12;
7891150068735;DES AERO REXONA CLINICAL 150ML MEN SPORT;REXONA;HIGIENE E BELEZA;12;
7891150068728;DES AERO REXONA CLINICAL 150ML SEM PERFUME;REXONA;HIGIENE E BELEZA;12;
7891150102859;DES CREME REXONA ALL BODY 75G FEM WILD ROSE;REXONA;HIGIENE E BELEZA;12;
7891150102842;DES CREME REXONA ALL BODY 75G MEN ACTIVE FRESH;REXONA;HIGIENE E BELEZA;12;
7891150102835;DES CREME REXONA ALL BODY 75G MEN OCEAN RUSH;REXONA;HIGIENE E BELEZA;12;
75082833;DES CREME STICK REXONA 45G FEM POWDER DRY;REXONA;HIGIENE E BELEZA;12;
75082864;DES CREME STICK REXONA 45G MEN ACTIVE DRY;REXONA;HIGIENE E BELEZA;12;
75082871;DES CREME STICK REXONA 45G MEN V8 DRY;REXONA;HIGIENE E BELEZA;12;
75082840;DES CREME STICK REXONA 45G TROPICAL CITRUS;REXONA;HIGIENE E BELEZA;12;
75076818;DES CREME STICK REXONA CLINICAL 58G FEM CLASSIC;REXONA;HIGIENE E BELEZA;12;
75076870;DES CREME STICK REXONA CLINICAL 58G FEM EXTRA DRY;REXONA;HIGIENE E BELEZA;12;
75078836;DES CREME STICK REXONA CLINICAL 58G FEM REFRESH;REXONA;HIGIENE E BELEZA;12;
75076825;DES CREME STICK REXONA CLINICAL 58G MEN CLEAN;REXONA;HIGIENE E BELEZA;12;
75078829;DES CREME STICK REXONA CLINICAL 58G MEN INTENSE FRESH;REXONA;HIGIENE E BELEZA;12;
75058845;DES ROLLON REXONA 50ML FEM ANTIBACTERIAL INVISIBLE;REXONA;HIGIENE E BELEZA;12;
78924345;DES ROLLON REXONA 50ML FEM BAMBOO E ALOE VERA;REXONA;HIGIENE E BELEZA;12;
78924352;DES ROLLON REXONA 50ML FEM COTTON;REXONA;HIGIENE E BELEZA;12;
78924338;DES ROLLON REXONA 50ML FEM POWDER;REXONA;HIGIENE E BELEZA;12;
78924383;DES ROLLON REXONA 50ML FEM SEM PERFUME;REXONA;HIGIENE E BELEZA;12;
78923409;DES ROLLON REXONA 50ML MEN ACTIVE DRY;REXONA;HIGIENE E BELEZA;12;
78926523;DES ROLLON REXONA 50ML MEN ACTIVE EMOTION;REXONA;HIGIENE E BELEZA;12;
75058852;DES ROLLON REXONA 50ML MEN ANTIBACTERIAL INVISIBLE;REXONA;HIGIENE E BELEZA;12;
78925472;DES ROLLON REXONA 50ML MEN INVISIBLE;REXONA;HIGIENE E BELEZA;12;
78938625;DES ROLLON REXONA 50ML MEN SEM PERFUME;REXONA;HIGIENE E BELEZA;12;
78923454;DES ROLLON REXONA 50ML MEN V8;REXONA;HIGIENE E BELEZA;12;
78929395;DES ROLLON REXONA 50ML MEN XTRA COOL;REXONA;HIGIENE E BELEZA;12;
7896061996610;FRALDA BABYSEC ULTRA HIPER G 60UN;SOFTYS;HIGIENE E BELEZA;2;
7896061996603;FRALDA BABYSEC ULTRA HIPER M 68UN;SOFTYS;HIGIENE E BELEZA;2;
7896061996627;FRALDA BABYSEC ULTRA HIPER XG 56UN;SOFTYS;HIGIENE E BELEZA;2;
7896061996832;FRALDA BABYSEC ULTRA HIPER XXG 48UN;SOFTYS;HIGIENE E BELEZA;2;
7896914012122;FRALDA BABYSEC ULTRA HIPER XXXG 42UN;SOFTYS;HIGIENE E BELEZA;2;
7896061990090;FRALDA BABYSEC ULTRA JUMBINHO G 8X16;SOFTYS;HIGIENE E BELEZA;8;
7896061990076;FRALDA BABYSEC ULTRA JUMBINHO M 8X18;SOFTYS;HIGIENE E BELEZA;8;
7896061990069;FRALDA BABYSEC ULTRA JUMBINHO P 8X20;SOFTYS;HIGIENE E BELEZA;8;
7896061990120;FRALDA BABYSEC ULTRA JUMBINHO XG 8X12;SOFTYS;HIGIENE E BELEZA;8;
7896061995842;FRALDA BABYSEC ULTRA JUMBINHO XXG 8X12;SOFTYS;HIGIENE E BELEZA;8;
7896061995910;FRALDA BABYSEC ULTRA MEGA G 32UN;SOFTYS;HIGIENE E BELEZA;6;
7896061995903;FRALDA BABYSEC ULTRA MEGA M 38UN;SOFTYS;HIGIENE E BELEZA;6;
7896061995460;FRALDA BABYSEC ULTRA MEGA P 42UN;SOFTYS;HIGIENE E BELEZA;6;
7896061995927;FRALDA BABYSEC ULTRA MEGA XG 30UN;SOFTYS;HIGIENE E BELEZA;6;
7896061995477;FRALDA BABYSEC ULTRA MEGA XXG 28UN;SOFTYS;HIGIENE E BELEZA;6;
7896914012115;FRALDA BABYSEC ULTRA MEGA XXXG 24UN;SOFTYS;HIGIENE E BELEZA;6;
7896301800028;GUARDANAPO COQUETEL 22CM X 23CM;SOFTYS;BAZAR;40;
7896301800073;GUARDANAPO COQUETEL 30CM X 33CM;SOFTYS;BAZAR;54;
7896914001652;PAPEL HIG COTTON FOLHA DUPLA NEUTRO 4 ROLOS 30M;SOFTYS;HIGIENE E BELEZA;16;
7896301802923;PAPEL HIG COTTON FOLHA DUPLA NEUTRO LV12 PG11 30M;SOFTYS;HIGIENE E BELEZA;6;
7896914011217;PAPEL HIG DELUXE FOLHA DUPLA NEUTRO LV12 PG11 20M;SOFTYS;HIGIENE E BELEZA;6;
7896914011156;ABSOR DIANA PROTETOR DIARIO 40UN;SOFTYS;HIGIENE E BELEZA;32;
7896914011514;ABSOR DIANA PROTETOR DIARIO 80UN;SOFTYS;HIGIENE E BELEZA;12;
7896914000266;ABSOR DIANA SUAVE C/08 UNID COM ABAS;SOFTYS;HIGIENE E BELEZA;60;
7896914000273;ABSOR DIANA SUAVE C/08 UNID SEM ABAS;SOFTYS;HIGIENE E BELEZA;60;
7896914011866;ABSOR DIANA SUAVE C/28 UNID COM ABAS;SOFTYS;HIGIENE E BELEZA;16;
7896914002116;ABSOR DIANA SUAVE LV16 PG14 COM ABAS;SOFTYS;HIGIENE E BELEZA;30;
7896301801957;ABSOR DIANA SUAVE NOTURNO C/08 UNID COM ABAS;SOFTYS;HIGIENE E BELEZA;60;
7896301801964;ABSOR DIANA SUAVE NOTURNO C/16 UNID COM ABAS;SOFTYS;HIGIENE E BELEZA;30;
7896914011880;ABSOR DIANA SUAVE NOTURNO C/28 UNID COM ABAS;SOFTYS;HIGIENE E BELEZA;16;
7896061934582;GUARDANAPO KITCHEN 32X30CM 50 FOLHAS;SOFTYS;BAZAR;72;
7896061920202;PAPEL TOALHA KITCHEN 2 ROLOS C/ 60 FOLHAS;SOFTYS;BAZAR;12;
7896061997419;PAPEL TOALHA KITCHEN 550FLS;SOFTYS;HIGIENE E BELEZA;6;
7896061980060;ABSOR LADYSOFT NOTURNO C/8UN SUAVE COM ABAS;SOFTYS;HIGIENE E BELEZA;24;
7896061980183;ABSOR LADYSOFT NOTURNO SUAVE C/16 COM ABAS;SOFTYS;HIGIENE E BELEZA;24;
7896061980602;ABSOR LADYSOFT PROTETOR DIARIO 80UN;SOFTYS;HIGIENE E BELEZA;12;
7896061980169;ABSOR LADYSOFT SUAVE C/16 COM ABAS;SOFTYS;HIGIENE E BELEZA;24;
7896061980015;ABSOR LADYSOFT SUAVE C/8UN COM ABAS;SOFTYS;HIGIENE E BELEZA;24;
7896914002420;PAPEL TOALHA SOCIAL CLEAN 2 ROLOS LV200 PG180 FOLHAS;SOFTYS;BAZAR;12;
7896914000716;PAPEL TOALHA SOCIAL CLEAN C/2 ROLOS DE 50 FOLHAS;SOFTYS;BAZAR;12;
7898197415690;TOALHA UMEDECIDA UPA BEBE C/100UN;UPA BEBE;HIGIENE E BELEZA;16;
7898908833249;VELA AIB CITROLIFE COPO 100G CITRONELA;VELA AIB;BAZAR;12;
7898908838817;VELA AIB DE NOVENA 380G BRANCA;VELA AIB;BAZAR;12;
7898908838435;VELA AIB Nº4 120G BRANCA MACO C/ 8UND;VELA AIB;BAZAR;24;
7898908838442;VELA AIB Nº5 175G BRANCA MACO C/ 8UND;VELA AIB;BAZAR;24;
7898908838459;VELA AIB Nº6 215G BRANCA MACO C/ 8UND;VELA AIB;BAZAR;24;
7898908838473;VELA AIB Nº8 245 BRANCA MACO C/ 8UND;VELA AIB;BAZAR;24;
7898908838398;VELA AIB VOTIVA 42 MM 180G BRANCA;VELA AIB;BAZAR;24;
7898908832914;VELA AIB VOTIVA 50MM 220G BRANCA PVC;VELA AIB;BAZAR;24;
7898908838206;VELA AIB VOTIVA 57MM 310G BRANCA;VELA AIB;BAZAR;24;
7898348079351;CORDA DE ACO PARA VARAL VIRTUS 10 METROS;VIRTUS;BAZAR;25;
7898348079368;CORDA DE ACO PARA VARAL VIRTUS 15 METROS;VIRTUS;BAZAR;25;
7898348081088;ESPON MULTIUSO VIRTUS  LV4 PG3;VIRTUS;LIMPEZA;50;
7898348079412;LUVA LATEX VIRTUS PAR AMARELA TAM P;VIRTUS;LIMPEZA;12;
7898348079344;PRENDEDOR DE ROUPAS VIRTUS DE PLASTICO 12UN;VIRTUS;BAZAR;25;
7898348079283;SACO DE LIXO VIRTUS MASTER PLUS 100LT  3UN;VIRTUS;LIMPEZA;25;
7898348079252;SACO DE LIXO VIRTUS MASTER PLUS 15L 8UN;VIRTUS;LIMPEZA;25;
7898348079269;SACO DE LIXO VIRTUS MASTER PLUS 30L 6UN;VIRTUS;LIMPEZA;25;
7898348079276;SACO DE LIXO VIRTUS MASTER PLUS 50L 6UN;VIRTUS;LIMPEZA;25;
7898348080142;SACO DE LIXO VIRTUS MASTER REFORCADO 100L 5UN;VIRTUS;LIMPEZA;25;
7898348080166;SACO DE LIXO VIRTUS MASTER REFORCADO 200L 5UN;VIRTUS;LIMPEZA;25;
7898348080135;SACO DE LIXO VIRTUS MASTER REFORCADO 50L 10UN;VIRTUS;LIMPEZA;25;
7898348079320;SACO DE LIXO VIRTUS ROLINHO PRETO 100L 5UN;VIRTUS;LIMPEZA;25;
7898348079290;SACO DE LIXO VIRTUS ROLINHO PRETO 15L 20UN;VIRTUS;LIMPEZA;25;
7898348079306;SACO DE LIXO VIRTUS ROLINHO PRETO 30L 10UN;VIRTUS;LIMPEZA;25;
7898348079313;SACO DE LIXO VIRTUS ROLINHO PRETO 50L 10UN;VIRTUS;LIMPEZA;25;
7898348080098;SACO DE LIXO VIRTUS ROLO AZUL MEDIO 100L 15UN;VIRTUS;LIMPEZA;25;
7898348080067;SACO DE LIXO VIRTUS ROLO AZUL MEDIO 15L 50UN;VIRTUS;LIMPEZA;25;
7898348080074;SACO DE LIXO VIRTUS ROLO AZUL MEDIO 30L 25UN;VIRTUS;LIMPEZA;25;
7898348080081;SACO DE LIXO VIRTUS ROLO AZUL MEDIO 50L 20UN;VIRTUS;LIMPEZA;25;
7898348080210;SACO DE LIXO VIRTUS ROLO BANHEIRO BRANCO 30UN;VIRTUS;LIMPEZA;25;
7898348080197;SACO DE LIXO VIRTUS ROLO PIA BRANCO 30UN;VIRTUS;LIMPEZA;25;
;;;;;
